121.450358,31.1021985,10:16:34
121.4503462,31.102254,10:16:36
121.4503047,31.10233617,10:16:37
121.4502193,31.1025905,10:16:39
121.450112,31.10296433,10:16:41
121.4497557,31.10421567,10:16:53
121.4496818,31.10487483,10:16:55
121.4496488,31.1057445,10:16:58
121.449628,31.10651817,10:17:00
121.4496318,31.10675867,10:17:03
121.4496398,31.1068195,10:17:07
121.449629,31.10686933,10:17:10
121.4496322,31.10687767,10:17:14
121.4496345,31.10687983,10:17:17
121.4496262,31.1069035,10:17:19
121.449633,31.1072155,10:17:20
121.4496398,31.10767217,10:17:23
121.4496573,31.10797233,10:17:24
121.4496717,31.10823083,10:17:27
121.4497387,31.108726,10:17:29
121.4502407,31.111196,10:17:31
121.4504597,31.1118645,10:17:31
121.4506813,31.112633,10:17:33
121.450801,31.11309417,10:17:34
121.4508248,31.11314467,10:17:34
121.4508167,31.11327133,10:17:35
121.4508647,31.11345833,10:17:36
121.4509287,31.113694,10:17:37
121.451018,31.1140195,10:17:38
121.451138,31.1144125,10:17:39
121.4512113,31.11462917,10:17:44
121.4512923,31.114898,10:17:45
121.4513625,31.11514167,10:17:47
121.4514057,31.1152835,10:17:47
121.4514075,31.115287,10:17:50
121.45141,31.115288,10:17:51
121.4514127,31.11528017,10:17:52
121.451421,31.11528167,10:17:54
121.451426,31.11529033,10:17:54
121.4514557,31.11543617,10:17:57
121.4515328,31.11568217,10:17:58
121.4516605,31.11617967,10:18:01
121.451815,31.1167325,10:18:03
121.4520125,31.11736617,10:18:04
121.4521055,31.11765833,10:18:05
121.452225,31.11826383,10:18:06
121.4522913,31.11875867,10:18:08
121.452329,31.11913567,10:18:09
121.4523437,31.119231,10:18:12
121.452357,31.119241,10:18:13
121.4523597,31.11926183,10:18:15
121.4523627,31.11926967,10:18:17
121.452361,31.11925967,10:18:19
121.4523508,31.11925467,10:18:20
121.4523713,31.11953217,10:18:21
121.4524012,31.12014483,10:18:22
121.4524357,31.12073833,10:18:30
121.4522883,31.12363533,10:18:36
